PIVlab, ASCII chart output - 13-Jun-2024
FRAME: 5, filenames: A: 23-10-11_1415.jpg & B: 23-10-11_1515.jpg, conversion factor xy (px -> m): 250, conversion factor uv (px/frame -> m/s): 0.069444
x [m]	y [m]	u [m/s]	v [m/s]	Vector type [-]
189500	48250	NaN	NaN	0
189500	52250	NaN	NaN	0
189500	56250	NaN	NaN	0
189500	60250	NaN	NaN	0
189500	64250	NaN	NaN	0
189500	68250	NaN	NaN	0
189500	72250	NaN	NaN	0
189500	76250	NaN	NaN	0
189500	80250	NaN	NaN	0
189500	84250	NaN	NaN	0
189500	88250	NaN	NaN	0
189500	92250	NaN	NaN	0
189500	96250	NaN	NaN	0
189500	100250	NaN	NaN	0
189500	104250	NaN	NaN	0
189500	108250	NaN	NaN	0
189500	112250	NaN	NaN	0
189500	116250	NaN	NaN	0
189500	120250	NaN	NaN	0
189500	124250	NaN	NaN	0
189500	128250	NaN	NaN	0
189500	132250	NaN	NaN	0
189500	136250	NaN	NaN	0
189500	140250	NaN	NaN	0
189500	144250	NaN	NaN	0
189500	148250	NaN	NaN	0
189500	152250	NaN	NaN	0
189500	156250	NaN	NaN	0
189500	160250	NaN	NaN	0
193500	4250	NaN	NaN	0
193500	8250	NaN	NaN	0
193500	12250	NaN	NaN	0
193500	16250	NaN	NaN	0
193500	20250	NaN	NaN	0
193500	24250	NaN	NaN	0
193500	28250	NaN	NaN	0
193500	32250	NaN	NaN	0
193500	36250	NaN	NaN	0
193500	40250	NaN	NaN	0
193500	44250	NaN	NaN	0
193500	48250	NaN	NaN	0
193500	52250	NaN	NaN	0
193500	56250	NaN	NaN	0
193500	60250	NaN	NaN	0
193500	64250	NaN	NaN	0
193500	68250	NaN	NaN	0
193500	72250	NaN	NaN	0
193500	76250	NaN	NaN	0
193500	80250	NaN	NaN	0
193500	84250	NaN	NaN	0
193500	88250	NaN	NaN	0
193500	92250	NaN	NaN	0
193500	96250	NaN	NaN	0
193500	100250	NaN	NaN	0
193500	104250	NaN	NaN	0
193500	108250	NaN	NaN	0
193500	112250	NaN	NaN	0
193500	116250	NaN	NaN	0
193500	120250	NaN	NaN	0
193500	124250	NaN	NaN	0
193500	128250	NaN	NaN	0
193500	132250	NaN	NaN	0
193500	136250	NaN	NaN	0
193500	140250	NaN	NaN	0
193500	144250	NaN	NaN	0
193500	148250	NaN	NaN	0
193500	152250	NaN	NaN	0
193500	156250	NaN	NaN	0
193500	160250	NaN	NaN	0
197500	4250	NaN	NaN	0
197500	8250	NaN	NaN	0
197500	12250	NaN	NaN	0
197500	16250	NaN	NaN	0
197500	20250	NaN	NaN	0
197500	24250	NaN	NaN	0
197500	28250	NaN	NaN	0
197500	32250	NaN	NaN	0
197500	36250	NaN	NaN	0
197500	40250	NaN	NaN	0
197500	44250	NaN	NaN	0
197500	48250	NaN	NaN	0
197500	52250	NaN	NaN	0
197500	56250	NaN	NaN	0
197500	60250	NaN	NaN	0
197500	64250	NaN	NaN	0
197500	68250	NaN	NaN	0
197500	72250	NaN	NaN	0
197500	76250	NaN	NaN	0
197500	80250	NaN	NaN	0
197500	84250	NaN	NaN	0
197500	88250	NaN	NaN	0
197500	92250	NaN	NaN	0
197500	96250	NaN	NaN	0
197500	100250	NaN	NaN	0
197500	104250	NaN	NaN	0
197500	108250	NaN	NaN	0
197500	112250	NaN	NaN	0
197500	116250	NaN	NaN	0
197500	120250	NaN	NaN	0
197500	124250	NaN	NaN	0
197500	128250	NaN	NaN	0
197500	132250	NaN	NaN	0
197500	136250	NaN	NaN	0
197500	140250	NaN	NaN	0
197500	144250	NaN	NaN	0
197500	148250	NaN	NaN	0
197500	152250	NaN	NaN	0
197500	156250	NaN	NaN	0
197500	160250	NaN	NaN	0
201500	4250	NaN	NaN	0
201500	8250	NaN	NaN	0
201500	12250	NaN	NaN	0
201500	16250	NaN	NaN	0
201500	20250	NaN	NaN	0
201500	24250	NaN	NaN	0
201500	28250	NaN	NaN	0
201500	32250	NaN	NaN	0
201500	36250	NaN	NaN	0
201500	40250	NaN	NaN	0
201500	44250	NaN	NaN	0
201500	48250	NaN	NaN	0
201500	52250	NaN	NaN	0
201500	56250	NaN	NaN	0
201500	60250	NaN	NaN	0
201500	64250	NaN	NaN	0
201500	68250	NaN	NaN	0
201500	72250	NaN	NaN	0
201500	76250	NaN	NaN	0
201500	80250	NaN	NaN	0
201500	84250	NaN	NaN	0
201500	88250	NaN	NaN	0
201500	92250	NaN	NaN	0
201500	96250	NaN	NaN	0
201500	100250	NaN	NaN	0
201500	104250	NaN	NaN	0
201500	108250	NaN	NaN	0
201500	112250	NaN	NaN	0
201500	116250	NaN	NaN	0
201500	120250	NaN	NaN	0
201500	124250	NaN	NaN	0
201500	128250	NaN	NaN	0
201500	132250	NaN	NaN	0
201500	136250	NaN	NaN	0
201500	140250	NaN	NaN	0
201500	144250	NaN	NaN	0
201500	148250	NaN	NaN	0
201500	152250	NaN	NaN	0
201500	156250	NaN	NaN	0
201500	160250	NaN	NaN	0
205500	4250	NaN	NaN	0
205500	8250	NaN	NaN	0
205500	12250	NaN	NaN	0
205500	16250	NaN	NaN	0
205500	20250	NaN	NaN	0
205500	24250	NaN	NaN	0
205500	28250	NaN	NaN	0
205500	32250	NaN	NaN	0
205500	36250	NaN	NaN	0
205500	40250	NaN	NaN	0
205500	44250	NaN	NaN	0
205500	48250	NaN	NaN	0
205500	52250	NaN	NaN	0
205500	56250	NaN	NaN	0
205500	60250	NaN	NaN	0
205500	64250	NaN	NaN	0
205500	68250	NaN	NaN	0
205500	72250	NaN	NaN	0
205500	76250	NaN	NaN	0
205500	80250	NaN	NaN	0
205500	84250	NaN	NaN	0
205500	88250	NaN	NaN	0
205500	92250	NaN	NaN	0
205500	96250	NaN	NaN	0
205500	100250	NaN	NaN	0
205500	104250	NaN	NaN	0
205500	108250	NaN	NaN	0
205500	112250	NaN	NaN	0
205500	116250	NaN	NaN	0
205500	120250	NaN	NaN	0
205500	124250	NaN	NaN	0
205500	128250	NaN	NaN	0
205500	132250	NaN	NaN	0
205500	136250	NaN	NaN	0
205500	140250	NaN	NaN	0
205500	144250	NaN	NaN	0
205500	148250	NaN	NaN	0
205500	152250	NaN	NaN	0
205500	156250	NaN	NaN	0
205500	160250	NaN	NaN	0
209500	4250	NaN	NaN	0
209500	8250	NaN	NaN	0
209500	12250	NaN	NaN	0
209500	16250	NaN	NaN	0
209500	20250	NaN	NaN	0
209500	24250	NaN	NaN	0
209500	28250	NaN	NaN	0
209500	32250	NaN	NaN	0
209500	36250	NaN	NaN	0
209500	40250	NaN	NaN	0
209500	44250	NaN	NaN	0
209500	48250	NaN	NaN	0
209500	52250	NaN	NaN	0
209500	56250	NaN	NaN	0
209500	60250	NaN	NaN	0
209500	64250	NaN	NaN	0
209500	68250	NaN	NaN	0
209500	72250	NaN	NaN	0
209500	76250	NaN	NaN	0
209500	80250	NaN	NaN	0
209500	84250	NaN	NaN	0
209500	88250	NaN	NaN	0
209500	92250	NaN	NaN	0
209500	96250	NaN	NaN	0
209500	100250	NaN	NaN	0
209500	104250	NaN	NaN	0
209500	108250	NaN	NaN	0
209500	112250	NaN	NaN	0
209500	116250	NaN	NaN	0
209500	120250	NaN	NaN	0
209500	124250	NaN	NaN	0
209500	128250	NaN	NaN	0
209500	132250	NaN	NaN	0
209500	136250	NaN	NaN	0
209500	140250	NaN	NaN	0
209500	144250	NaN	NaN	0
209500	148250	NaN	NaN	0
209500	152250	NaN	NaN	0
209500	156250	NaN	NaN	0
209500	160250	NaN	NaN	0
213500	4250	NaN	NaN	0
213500	8250	NaN	NaN	0
213500	12250	NaN	NaN	0
213500	16250	NaN	NaN	0
213500	20250	NaN	NaN	0
213500	24250	NaN	NaN	0
213500	28250	NaN	NaN	0
213500	32250	NaN	NaN	0
213500	36250	NaN	NaN	0
213500	40250	NaN	NaN	0
213500	44250	NaN	NaN	0
213500	48250	NaN	NaN	0
213500	52250	NaN	NaN	0
213500	56250	NaN	NaN	0
213500	60250	NaN	NaN	0
213500	64250	NaN	NaN	0
213500	68250	NaN	NaN	0
213500	72250	NaN	NaN	0
213500	76250	NaN	NaN	0
213500	80250	NaN	NaN	0
213500	84250	NaN	NaN	0
213500	88250	NaN	NaN	0
213500	92250	NaN	NaN	0
213500	96250	NaN	NaN	0
213500	100250	NaN	NaN	0
213500	104250	NaN	NaN	0
213500	108250	NaN	NaN	0
213500	112250	NaN	NaN	0
213500	116250	NaN	NaN	0
213500	120250	NaN	NaN	0
213500	124250	NaN	NaN	0
213500	128250	NaN	NaN	0
213500	132250	NaN	NaN	0
213500	136250	NaN	NaN	0
213500	140250	NaN	NaN	0
213500	144250	NaN	NaN	0
213500	148250	NaN	NaN	0
213500	152250	NaN	NaN	0
213500	156250	NaN	NaN	0
213500	160250	NaN	NaN	0
